"main.id","hpq_phiheal_empl_mem.id","phiheal_empl_mem_refno"
"216046","0","3"
"216046","1","4"
"216046","2","9"
"216047","0","1"
"216047","1","5"
"216049","0","1"
"216049","1","2"
"216049","2","3"
"216049","3","4"
"216049","4","5"
"216053","0","1"
"216333","0","1"
"216528","0","1"
"216528","1","2"
"216528","2","3"
"216528","3","4"
"216927","0","2"
"216928","0","2"
"216928","1","4"
"216932","0","2"
"216932","1","3"
"216941","0","1"
"216941","1","2"
"216941","2","3"
"216941","3","4"
"217006","0","1"
"217006","1","2"
"217006","2","3"
"217006","3","4"
"217006","4","5"
"217187","0","2"
"217228","0","1"
"217229","0","2"
"217229","1","3"
"217229","2","4"
"217229","3","6"
"219408","0","1"
"219408","1","2"
"219408","2","3"
"219408","3","4"
"219408","4","5"
"219417","0","1"
"219417","1","2"
"219417","2","3"
"219417","3","4"
"219432","0","1"
"219432","1","2"
"219432","2","3"
"219458","0","1"
"219473","0","2"
"219717","0","1"
"219717","1","3"
"219963","0","8"
"219963","1","9"
"219967","0","3"
"219967","1","2"
"219967","2","4"
"219967","3","5"
"219967","4","1"
"221097","0","1410142581605"
"221097","1","1410142581606"
"221097","2","1410142581607"
"221097","3","1410142581608"
"221103","0","1410142581608"
"221103","1","1410142581609"
"221103","2","1410142581610"
"221103","3","1410142581611"
"221103","4","1410142581612"
"221103","5","1410142581613"
"221895","0","1"
"221895","1","2"
"221928","0","1"
"221928","1","2"
"221928","2","3"
"221928","3","4"
"221928","4","5"
"221941","0","1"
"221941","1","2"
"221956","0","1"
"221956","1","2"
"221972","0","1"
"221972","1","2"
"221972","2","3"
"221972","3","5"
"221972","4","6"
"222032","0","1"
"222032","1","2"
"222058","0","1"
"222058","1","2"
"222221","0","1"
"222221","1","2"
"222242","0","3"
"222242","1","4"
"222242","2","5"
"222284","0","2"
"226859","0","3"
"226873","0","3"
"226878","0","3"
"226878","1","2"
"226882","0","1"
"226882","1","2"
"226890","0","1"
"226892","0","1"
"226892","1","3"
"226892","2","2"
"226892","3","5"
"226896","0","1"
"226902","0","1"
"226902","1","2"
"226902","2","3"
"226902","3","4"
"226902","4","5"
"226904","0","1"
"226904","1","2"
"226905","0","1"
"226907","0","1"
"226907","1","2"
"226907","2","3"
"226907","3","4"
"226908","0","1"
"226908","1","2"
"226908","2","3"
"226908","3","4"
"226970","0","1"
"226970","1","2"
"226970","2","3"
"226970","3","4"
"226970","4","5"
"226972","0","1"
"226972","1","2"
"226972","2","3"
"226976","0","2"
"226976","1","3"
"226976","2","4"
"226979","0","1"
"226979","1","2"
"226979","2","3"
"226979","3","4"
"226979","4","5"
"226979","5","6"
"226980","0","1"
"226980","1","2"
"226980","2","3"
"226986","0","1"
"226990","0","1"
"226996","0","1"
"226996","1","2"
"226998","0","1"
"226998","1","2"
"226998","2","3"
"226998","3","4"
"226998","4","6"
"226998","5","5"
"227004","0","1"
"227004","1","2"
"227008","0","1"
"227008","1","2"
"227009","0","2"
"227012","0","1"
"227028","0","1"
"227051","0","1"
"227051","1","2"
"227059","0","1"
"227059","1","2"
"227339","0","1"
"227353","0","1"
"227989","0","1"
"227989","1","3"
"227989","2","4"
"228796","0","1"
"228796","1","2"
"228796","2","3"
"228796","3","4"
"228796","4","5"
"228796","5","6"
"228796","6","7"
"228797","0","1"
"228797","1","2"
"228797","2","3"
"231378","0","1"
"231391","0","1"
"231391","1","2"
"231391","2","3"
"231391","3","4"
"231391","4","5"
"231391","5","6"
"231402","0","1"
"231406","0","2"
"231407","0","3"
"231430","0","2"
"231436","0","1"
"231436","1","2"
"231756","0","1"
"231757","0","1"
"231758","0","1"
"231758","1","2"
"231759","0","2"
"231760","0","1"
"231762","0","1"
"231763","0","1"
"231765","0","1"
"231768","0","1"
"231770","0","1"
"231770","1","2"
"231774","0","2"
"231774","1","4"
"231775","0","3"
"231777","0","2"
"231777","1","4"
"231777","2","5"
"231778","0","2"
"231792","0","3"
"231807","0","2"
"231854","0","1"
"231864","0","2"
"232427","0","1"
"232427","1","3"
"232427","2","4"
"232427","3","5"
"232439","0","1"
"232439","1","2"
"232439","2","3"
"232468","0","1"
"232468","1","2"
"232537","0","1"
"232537","1","2"
"232537","2","3"
"232537","3","4"
"233347","0","1"
"233347","1","2"
"233358","0","1"
"233358","1","2"
"233358","2","3"
"233358","3","4"
"233358","4","5"
"233358","5","6"
"233358","6","7"
"233359","0","1"
"233395","0","1"
"233395","1","3"
"233395","2","4"
"233395","3","5"
"233395","4","6"
"233396","0","1"
"233398","0","1"
"233398","1","2"
"233398","2","3"
"233398","3","4"
"233398","4","5"
"233398","5","6"
"233400","0","1"
"233400","1","2"
"233400","2","3"
"233400","3","4"
"233400","4","5"
"233401","0","1"
"233403","0","2"
"233403","1","3"
"233403","2","4"
"233403","3","5"
"233403","4","6"
"233403","5","7"
"233403","6","8"
"233405","0","1"
"233405","1","2"
"233412","0","1"
"233412","1","2"
"233412","2","3"
"233412","3","4"
"233429","0","1"
"233429","1","2"
"233429","2","3"
"233429","3","4"
"233429","4","5"
"233429","5","6"
"233429","6","7"
"233431","0","1"
"233431","1","2"
"233431","2","3"
"233431","3","4"
"233431","4","5"
"233431","5","6"
"233435","0","1"
"233435","1","2"
"233435","2","5"
"233435","3","6"
"233435","4","7"
"233435","5","8"
"233438","0","1"
"233438","1","2"
"233438","2","3"
"233438","3","4"
"233438","4","5"
"233438","5","6"
"233439","0","1"
"233439","1","2"
"233439","2","3"
"233439","3","4"
"233439","4","5"
"233439","5","6"
"233439","6","7"
"233439","7","8"
"233443","0","1"
"233443","1","2"
"233443","2","3"
"233445","0","1"
"233445","1","2"
"233445","2","4"
"233445","3","3"
"233445","4","5"
"233445","5","6"
"233445","6","7"
"233447","0","1"
"233447","1","2"
"233447","2","3"
"233450","0","1"
"233450","1","2"
"233450","2","8"
"233450","3","4"
"233450","4","5"
"233450","5","6"
"233450","6","7"
"233452","0","1"
"233452","1","2"
"233452","2","3"
"233452","3","4"
"233453","0","1"
"233453","1","2"
"233453","2","3"
"233453","3","4"
"233455","0","1"
"233455","1","2"
"233455","2","3"
"233455","3","4"
"233455","4","5"
"233455","5","6"
"233455","6","7"
"233455","7","8"
"233456","0","1"
"233456","1","2"
"233456","2","3"
"233456","3","4"
"233456","4","5"
"233461","0","1"
"233461","1","2"
"233461","2","3"
"233461","3","4"
"233462","0","1"
"233462","1","2"
"233462","2","3"
"233462","3","4"
"233462","4","5"
"233462","5","6"
"233462","6","7"
"233463","0","1"
"233463","1","2"
"233463","2","3"
"233463","3","4"
"233463","4","5"
"233463","5","6"
"233463","6","7"
"233463","7","8"
"233465","0","1"
"233465","1","2"
"233465","2","3"
"233465","3","4"
"233465","4","5"
"233465","5","6"
"233466","0","1"
"233466","1","2"
"233466","2","3"
"233466","3","4"
"233466","4","5"
"233466","5","6"
"233466","6","7"
"233470","0","1"
"233470","1","2"
"233470","2","3"
"233470","3","4"
"233470","4","5"
"233470","5","6"
"233472","0","1"
"233472","1","2"
"233472","2","3"
"233472","3","4"
"233472","4","5"
"233915","0","3"
"233915","1","4"
"233919","0","3"
"233921","0","1"
"233921","1","2"
"233921","2","3"
"233921","3","4"
"233921","4","5"
"233921","5","6"
"233947","0","3"
"233947","1","4"
"233947","2","5"
"233947","3","6"
"234014","0","1"
"234014","1","2"
"234014","2","3"
"234014","3","4"
"234014","4","5"
"234014","5","6"
"235142","0","1"
"235145","0","1"
"235145","1","2"
"235156","0","1"
"235156","1","3"
"235157","0","1"
"235157","1","3"
"235157","2","2"
"235157","3","4"
"235157","4","5"
"235718","0","2"
"235720","0","2"
"235720","1","3"
"235720","2","4"
"235720","3","5"
"235720","4","6"
"235720","5","7"
"235720","6","8"
"235733","0","1"
"236156","0","1"
"236156","1","2"
"236156","2","3"
"236156","3","4"
"236195","0","1"
"236195","1","2"
"236195","2","3"
"236195","3","4"
"236195","4","5"
"236217","0","1"
"236217","1","2"
"236217","2","3"
"236217","3","4"
"236220","0","1"
"236220","1","2"
"240755","0","1"
"240755","1","2"
"240755","2","3"
"240800","0","1"
"240800","1","2"
"240837","0","1"
"240837","1","2"
"241392","0","1"
"241392","1","3"
"242654","0","1"
"242654","1","2"
"242709","0","1"
"242709","1","2"
"242716","0","3"
"242716","1","4"
"242748","0","1"
"242748","1","2"
"242754","0","2"
"242754","1","1"
"242757","0","1"
"242757","1","2"
"242757","2","3"
"242759","0","2"
"242759","1","3"
"242789","0","1"
"242789","1","2"
"242789","2","3"
"242789","3","4"
"242814","0","1"
"242820","0","1"
"242820","1","2"
"244367","0","2"
"244395","0","4"
"245086","0","2"
"245122","0","2"
"245407","0","2"
"245424","0","1"
"245424","1","2"
"245424","2","3"
"245424","3","4"
"245424","4","5"
"245445","0","1"
"245445","1","2"
"245445","2","3"
"245447","0","1"
"245447","1","3"
"245447","2","4"
"245447","3","5"
"245447","4","6"
"245473","0","1"
"247207","0","1"
"247235","0","1"
"247235","1","2"
"247235","2","3"
"247235","3","4"
"247235","4","5"
"247235","5","6"
"247252","0","1"
"247252","1","2"
"247300","0","1"
"247300","1","3"
"247335","0","1"
"247343","0","2"
"247349","0","2"
"247350","0","1"
"247352","0","2"
"247972","0","1"
"247972","1","2"
"247972","2","3"
"247972","3","4"
"247972","4","5"
"248510","0","2"
"248529","0","1"
"248529","1","2"
"248529","2","3"
"248529","3","4"
"248542","0","1"
"248542","1","2"
"248542","2","3"
"248542","3","4"
"248543","0","1"
"248543","1","2"
"248543","2","3"
"248556","0","1"
"248556","1","2"
"248556","2","3"
"248556","3","4"
"248560","0","1"
"248579","0","1"
"248579","1","2"
"248579","2","3"
"248579","3","4"
"248628","0","1"
"248628","1","2"
"248628","2","3"
"250598","0","1"
"251889","0","2"
"251903","0","1"
"251927","0","1"
"251935","0","4"
"252172","0","1"
"252172","1","3"
"252172","2","4"
"252172","3","5"
"252172","4","6"
"252217","0","1"
"252217","1","2"
"252219","0","1"
"252219","1","2"
"252227","0","2"
"252236","0","1411189590859"
"252270","0","1"
"252280","0","1411189590876"
"252280","1","1411189590880"
"252280","2","1411189590883"
"252280","3","1411189590884"
"252283","0","3"
"252283","1","4"
"252285","0","1"
"252285","1","2"
"252286","0","1"
"252288","0","1"
"252290","0","1"
"252290","1","2"
"252575","0","5"
"253214","0","4"
"256059","0","2"
"256062","0","6"
"256065","0","2"
"261212","0","2"
"261212","1","3"
"261212","2","4"
"261212","3","5"
"261212","4","6"
"261215","0","5"
"261215","1","6"
"261215","2","7"
"261215","3","8"
"261215","4","1"
"261215","5","2"
"261222","0","1"
"261222","1","5"
"261222","2","6"
"261254","0","1"
"261254","1","2"
"261281","0","1"
"261281","1","2"
"261326","0","2"
"261326","1","3"
"261326","2","4"
"261326","3","5"
"265183","0","2"
"265199","0","1"
"266196","0","2"
"266224","0","1"
"266224","1","2"
"266224","2","3"
"266230","0","1"
"266230","1","2"
"266230","2","3"
"266232","0","1"
"266232","1","2"
"266250","0","1"
"266250","1","2"
"266250","2","4"
"266250","3","5"
"266250","4","6"
"266275","0","1"
"266275","1","2"
"266275","2","3"
"266275","3","4"
"266282","0","1"
"266282","1","2"
"266282","2","3"
"266317","0","1"
"266317","1","2"
"266317","2","3"
"266317","3","4"
"266317","4","5"
"266319","0","1"
"266319","1","2"
"266319","2","3"
"266342","0","1"
"266342","1","2"
"266342","2","3"
"266342","3","4"
"266342","4","5"
"266356","0","2"
"266356","1","1"
"266357","0","1"
"266357","1","2"
"266357","2","3"
"266357","3","4"
"266357","4","5"
"266357","5","6"
"266358","0","3"
"266360","0","1"
"266360","1","2"
"266360","2","3"
"266360","3","4"
"266360","4","5"
"266361","0","1"
"266361","1","2"
"266361","2","3"
"266361","3","4"
"266363","0","1"
"266363","1","2"
"266363","2","3"
"266363","3","4"
"270008","0","1"
"270138","0","1"
"270138","1","2"
"270280","0","1"
"270280","1","2"
"270280","2","3"
"270280","3","4"
"270280","4","5"
"272026","0","1"
"272026","1","2"
"272026","2","3"
"272026","3","4"
"272026","4","5"
"272026","5","6"
"272026","6","7"
"272026","7","8"
"272026","8","9"
"272026","9","10"
"272028","0","1"
"272028","1","2"
"272028","2","3"
"272028","3","4"
"272028","4","5"
"272028","5","6"
"272030","0","1"
"272030","1","2"
"272030","2","3"
"272030","3","4"
"272030","4","5"
"272035","0","1"
"272035","1","2"
"272035","2","3"
"272041","0","1"
"272041","1","2"
"272041","2","3"
"272041","3","4"
"272041","4","5"
"272041","5","6"
"272041","6","7"
"272869","0","1"
"273128","0","1"
"274722","0","6"
"274724","0","1"
"274788","0","1"
"277160","0","1"
"282666","0","2"
"285763","0","4"
"285763","1","9"
"287804","0","2"
"287813","0","1"
"287813","1","2"
"287825","0","1"
"287825","1","2"
"287825","2","3"
"287826","0","1"
"287826","1","9"
"287826","2","10"
"287826","3","14"
"287826","4","13"
"287826","5","15"
"287826","6","16"
"287842","0","2"
"291158","0","1"
"291158","1","2"
"291159","0","1"
"291159","1","2"
"292182","0","8"
"292331","0","1"
"299054","0","1"
"299054","1","2"
"299055","0","3"
"299057","0","1"
"299074","0","3"
"299265","0","1"
"299265","1","2"
"299265","2","3"
"299265","3","4"
"299265","4","6"
"299278","0","1"
"299291","0","1"
"299291","1","2"
"299291","2","3"
"299291","3","4"
"299320","0","1"
"307973","0","1"
"307973","1","2"
"307991","0","1"
"307993","0","1"
"307993","1","2"
"307993","2","3"
"308003","0","1"
"308003","1","2"
"308027","0","1"
"308027","1","2"
"308027","2","3"
"308027","3","4"
"308036","0","3"
"308036","1","4"
"308036","2","5"
"308036","3","6"
"308042","0","1"
"308042","1","2"
"308042","2","3"
"308042","3","4"
"308086","0","2"
"308089","0","1"
"308089","1","3"
"309797","0","2"
"309797","1","3"
"309797","2","4"
"309798","0","2"
"309798","1","3"
"309798","2","1"
"309798","3","4"
"309798","4","6"
"309802","0","1"
"309802","1","2"
"309803","0","1"
"309811","0","3"
"309811","1","1"
"309811","2","4"
"309811","3","5"
"309815","0","14"
"309816","0","1"
"309816","1","2"
"309816","2","4"
"309829","0","1"
"309829","1","2"
"309831","0","1"
"309831","1","2"
"309831","2","3"
"309831","3","4"
"309831","4","5"
"309831","5","6"
"309840","0","1"
"309840","1","2"
"309840","2","3"
"309840","3","4"
"309840","4","5"
"309841","0","1"
"309841","1","2"
"309841","2","3"
"309841","3","4"
"309841","4","5"
"309842","0","2"
"309851","0","1"
"309851","1","2"
"309851","2","3"
"309851","3","4"
"309855","0","1"
"309855","1","2"
"309855","2","3"
"309858","0","1"
"309858","1","2"
"309858","2","3"
"309868","0","1"
"309868","1","2"
"309868","2","3"
"309868","3","4"
"309870","0","1"
"309870","1","2"
"309870","2","3"
"309870","3","5"
"309870","4","4"
"309872","0","1"
"309872","1","2"
"309872","2","4"
"309872","3","9"
"309882","0","1"
"309882","1","2"
"309882","2","3"
"309882","3","4"
"309883","0","2"
"309884","0","1"
"309884","1","2"
"309884","2","3"
"309885","0","1"
"309885","1","2"
"309885","2","3"
"309885","3","4"
"309885","4","5"
"309888","0","1"
"309888","1","2"
"309888","2","3"
"309893","0","1"
"309897","0","2"
"309897","1","3"
"309897","2","4"
"309897","3","5"
"309897","4","17"
"309899","0","1"
"309899","1","2"
"309899","2","3"
"309899","3","4"
"309899","4","5"
"309899","5","6"
"309912","0","1"
"309912","1","2"
"309912","2","3"
"309912","3","4"
"309924","0","1"
"309924","1","2"
"309924","2","3"
"309924","3","4"
"309924","4","5"
"309932","0","1"
"309934","0","1"
"309934","1","2"
"309934","2","3"
"309934","3","4"
"309937","0","1"
"309937","1","2"
"309938","0","1"
"309938","1","2"
"309938","2","3"
"309939","0","1"
"309939","1","2"
"309939","2","3"
"309939","3","4"
"309982","0","3"
"309982","1","2"
"309982","2","4"
"309984","0","1"
"309984","1","2"
"309994","0","3"
"309997","0","3"
"309997","1","4"
"310001","0","1"
"310001","1","2"
"310001","2","3"
"310003","0","1"
"310003","1","4"
"310119","0","1"
"310119","1","2"
"310119","2","3"
"310119","3","4"
"310135","0","3"
"310135","1","4"
"310135","2","5"
"310135","3","6"
"310135","4","7"
"310138","0","1"
"310138","1","2"
"310138","2","3"
"310138","3","4"
"310321","0","1"
"310321","1","2"
"310321","2","3"
"310336","0","1"
"310336","1","2"
"310336","2","3"
"310336","3","4"
"310336","4","5"
"310336","5","6"
"310336","6","7"
"310336","7","8"
"310336","8","9"
"310349","0","1"
"310349","1","2"
"310349","2","3"
"310349","3","4"
"310356","0","1"
"310356","1","2"
"310356","2","3"
"310359","0","1"
"310359","1","2"
"310359","2","3"
"310378","0","1"
"310378","1","2"
"310378","2","3"
"310381","0","2"
"310412","0","2"
"310419","0","2"
"310422","0","1"
"310422","1","2"
"310422","2","3"
"310422","3","4"
"310422","4","5"
"310422","5","6"
"310425","0","1"
"310425","1","2"
"310425","2","3"
"310425","3","4"
"310425","4","5"
"310441","0","2"
"310460","0","2"
"310460","1","3"
"310502","0","1"
"310502","1","2"
"310502","2","3"
"310502","3","4"
"310557","0","1"
"310557","1","2"
"310557","2","3"
"310557","3","4"
"310557","4","5"
"310557","5","6"
"310557","6","7"
"310557","7","8"
"310557","8","9"
"310557","9","10"
"310557","10","11"
"310565","0","1"
"310565","1","2"
"310565","2","3"
"310582","0","1"
"310582","1","2"
"310587","0","1"
"310587","1","2"
"310587","2","3"
"310587","3","4"
"310587","4","5"
"310587","5","6"
"310593","0","1"
"310593","1","2"
"310593","2","3"
"310593","3","4"
"310593","4","5"
"310593","5","6"
"310641","0","1"
"310641","1","2"
"310644","0","1"
"310644","1","2"
"310646","0","1"
"310646","1","2"
"310646","2","3"
"310646","3","4"
"310651","0","1"
"310651","1","2"
"310651","2","3"
"310651","3","4"
"310656","0","1"
"310656","1","2"
"310656","2","3"
"310656","3","4"
"310659","0","1"
"310659","1","2"
"310667","0","1"
"310668","0","1"
"310668","1","2"
"310668","2","3"
"310668","3","4"
"310672","0","1"
"310672","1","2"
"311607","0","8"
"311693","0","3"
"311701","0","1"
"311701","1","2"
"311701","2","3"
"311701","3","4"
"312053","0","1"
"312084","0","3"
"312105","0","1"
"312154","0","1"
"314254","0","2"
"314254","1","4"
"314255","0","1"
"314255","1","2"
"314255","2","3"
"314255","3","4"
"314260","0","1"
"314260","1","2"
"314260","2","3"
"314260","3","4"
"314260","4","5"
"314260","5","6"
"314264","0","1"
"314264","1","2"
"314264","2","3"
"314264","3","4"
"314271","0","1"
"314276","0","1"
"314276","1","3"
"314278","0","1410686490703"
"314278","1","1410686490704"
"314279","0","1410746086242"
"314279","1","1410746086243"
"314282","0","2"
"314282","1","3"
"314282","2","4"
"314283","0","2"
"314283","1","4"
"314283","2","5"
"314291","0","1"
"314291","1","2"
"314291","2","3"
"314292","0","1410746086247"
"314292","1","1410746086248"
"314293","0","1410746086248"
"314294","0","1410746086248"
"314294","1","1410746086249"
"314302","0","1"
"314309","0","1"
"314309","1","2"
"314310","0","1"
"314310","1","2"
"314311","0","1"
"314314","0","1"
"314322","0","2"
"314323","0","1"
"314324","0","2"
"314324","1","4"
"314324","2","5"
"314325","0","1"
"314331","0","1"
"314331","1","2"
"314335","0","2"
"314336","0","1"
"314338","0","1410746086248"
"314557","0","2"
"314593","0","4"
"314621","0","1"
"314621","1","2"
"317015","0","3"
"317023","0","2"
"317025","0","1"
"317025","1","3"
"317027","0","1"
"317042","0","3"
"317044","0","1"
"317044","1","2"
"317044","2","3"
"317047","0","1"
"317047","1","2"
"317047","2","3"
"317051","0","3"
"317051","1","1"
"317051","2","4"
"317051","3","5"
"317062","0","3"
"317062","1","1"
"317062","2","2"
"317062","3","4"
"317070","0","1"
"317070","1","2"
"317071","0","3"
"317076","0","1"
"317076","1","2"
"317076","2","3"
"317080","0","1"
"317080","1","2"
"317086","0","1"
"317086","1","2"
"317086","2","3"
"317088","0","1"
"317088","1","2"
"317088","2","3"
"317102","0","1"
"317102","1","2"
"317102","2","3"
"317128","0","1"
"317135","0","2"
"317142","0","2"
"317142","1","1"
"317154","0","2"
"317155","0","2"
"317157","0","1"
"317157","1","2"
"317157","2","3"
"317173","0","2"
"317173","1","1"
"317173","2","3"
"317173","3","4"
"317178","0","1"
"317178","1","2"
"317178","2","4"
"317179","0","1"
"317185","0","1"
"317187","0","1"
"317187","1","2"
"317188","0","1"
"317188","1","2"
"317188","2","3"
"317188","3","4"
"317212","0","1"
"317212","1","2"
"317212","2","3"
"317212","3","7"
"317213","0","3"
"317213","1","4"
"317213","2","5"
"317215","0","1"
"317216","0","1"
"317225","0","2"
"317231","0","2"
"317234","0","2"
"317235","0","2"
"317236","0","2"
"317237","0","2"
"317240","0","2"
"317240","1","3"
"317244","0","1"
"317244","1","2"
"317250","0","3"
"317250","1","5"
"317282","0","2"
"317803","0","1"
"321851","0","1412040314556"
"321851","1","1412040314557"
"321861","0","1"
"321861","1","2"
"321861","2","3"
"321861","3","4"
"321863","0","2"
"321863","1","1"
"321863","2","3"
"321863","3","4"
"321864","0","1412040314557"
"321864","1","1412040314558"
"321865","0","2"
"321865","1","3"
"321865","2","4"
"321868","0","1"
"321868","1","2"
"321868","2","3"
"321868","3","4"
"321868","4","5"
"321872","0","1412040314557"
"321874","0","1412040314557"
"321876","0","1"
"321889","0","1"
"321890","0","1"
"321890","1","2"
"321890","2","3"
"321893","0","2"
"321897","0","2"
"321899","0","1"
"321899","1","2"
"321900","0","1"
"321900","1","2"
"321900","2","3"
"321900","3","4"
"321900","4","5"
"321900","5","6"
"321908","0","2"
"321922","0","2"
"321925","0","3"
"321925","1","4"
"321925","2","5"
"321925","3","6"
"321926","0","2"
"321927","0","1"
"321927","1","2"
"321929","0","2"
"321929","1","1"
"321929","2","3"
"321935","0","1"
"321935","1","2"
"321945","0","1"
"321945","1","2"
"321945","2","3"
"321948","0","4"
"321948","1","5"
"321948","2","6"
"321948","3","7"
"321950","0","1"
"321950","1","2"
"321950","2","3"
"321950","3","4"
"321951","0","1"
"321951","1","2"
"321960","0","1"
"321963","0","1"
"321963","1","2"
"321963","2","3"
"321963","3","4"
"321963","4","5"
"321963","5","6"
"321963","6","7"
"321968","0","1"
"321969","0","1"
"321969","1","2"
"321970","0","1"
"321970","1","2"
"321971","0","1"
"321971","1","2"
"321973","0","1"
"321980","0","1"
"321982","0","1"
"321982","1","2"
"321986","0","2"
"328643","0","1"
"328643","1","2"
"328643","2","3"
"328646","0","1"
"328646","1","2"
"328646","2","3"
"328646","3","4"
"328646","4","5"
"328659","0","1"
"328659","1","2"
"328659","2","3"
"328659","3","4"
"328659","4","5"
"328669","0","2"
"328669","1","1"
"328669","2","3"
"328669","3","4"
"328669","4","5"
"328669","5","6"
"328674","0","2"
"328674","1","1"
"328674","2","3"
"328674","3","4"
"328679","0","1"
"328680","0","1"
"328680","1","2"
"328680","2","3"
"328681","0","2"
"328681","1","3"
"328681","2","4"
"328682","0","2"
"328682","1","3"
"328682","2","4"
"328684","0","1"
"328684","1","2"
"328684","2","3"
"328684","3","4"
"328688","0","1"
"328688","1","2"
"328688","2","3"
"328688","3","4"
"328688","4","5"
"328688","5","6"
"328689","0","1"
"328689","1","2"
"328689","2","3"
"328695","0","3"
"328710","0","1"
"328710","1","2"
"328710","2","3"
"328710","3","4"
"328710","4","5"
"328727","0","1"
"328727","1","2"
"328727","2","3"
"328727","3","4"
"328727","4","5"
"328729","0","1"
"328729","1","2"
"328729","2","3"
"328732","0","1"
"328732","1","2"
"328732","2","3"
"328732","3","4"
"328732","4","5"
"328732","5","6"
"328732","6","7"
"328732","7","8"
"329439","0","2"
"335092","0","1"
"335092","1","2"
"335092","2","3"
"335092","3","4"
"335092","4","5"
"340396","0","1"
"340396","1","2"
"340396","2","3"
"340402","0","1"
"340402","1","2"
"340402","2","3"
"340412","0","1"
"340412","1","2"
"340412","2","3"
"340414","0","1"
"340414","1","2"
"340417","0","1"
"340417","1","2"
"340417","2","3"
"340417","3","4"
"340469","0","1"
"340469","1","2"
"340469","2","3"
"340469","3","4"
"340766","0","1"
"340766","1","2"
"340775","0","1"
"340775","1","2"
"340828","0","1"
"340828","1","2"
"340828","2","3"
"340841","0","1"
"340841","1","2"
"340846","0","1"
"340846","1","2"
"340846","2","3"
"340877","0","1"
"340877","1","2"
"340877","2","3"
"340877","3","4"
"340877","4","5"
"340996","0","2"
"340996","1","3"
"349504","0","1"
"349504","1","2"
"349504","2","3"
"349504","3","4"
"349504","4","5"
"349504","5","6"
"349504","6","7"
"351850","0","1"
"351850","1","2"
"351850","2","3"
"351850","3","4"
"351851","0","1"
"351851","1","2"
"351851","2","3"
"351872","0","1"
"351872","1","2"
"351872","2","3"
"351872","3","4"
"352390","0","1"
"352390","1","2"
"353243","0","2"
"353256","0","1"
"367209","0","1"
"367209","1","2"
"367260","0","4"
"392709","0","3"
"392709","1","4"
"392709","2","5"
"392722","0","2"
"392722","1","3"
"394461","0","3"
"394521","0","2"
"394526","0","1"
"394545","0","1"
"394545","1","2"
"394606","0","1"
"394606","1","2"
"394606","2","4"
"394610","0","1"
"394610","1","2"
"394610","2","3"
"394610","3","4"
"394628","0","1"
"394628","1","2"
"394628","2","3"
"394628","3","4"
"394628","4","5"
"394628","5","6"
"446804","0","1"
"446804","1","2"
"446804","2","3"
"446845","0","1"
"446845","1","2"
"446871","0","1"
"452756","0","1"
"452756","1","2"
"452756","2","3"
"452756","3","4"
"452756","4","5"
"2447572","0","2"
"2447575","0","3"
"2447576","0","1"
"2447576","1","2"
"2447576","2","3"
"2447576","3","4"
"2447579","0","2"
"155007","0","3"
