"main.id","hpq_phiheal_empl_mem.id","phiheal_empl_mem_refno"
"594876","0","1"
"594881","0","4"
"594889","0","1"
"594889","1","2"
"594892","0","1"
"594895","0","2"
"594897","0","2"
"594909","0","1"
"594932","0","3"
"609888","0","1"
"609891","0","1"
"609891","1","2"
"614568","0","1"
"614654","0","3"
"614654","1","6"
"614663","0","4"
"614733","0","4"
"614785","0","4"
"614905","0","1"
"614905","1","4"
"614906","0","3"
"614906","1","5"
"621015","0","1408949786924"
"621040","0","1408949786937"
"621106","0","1408949786940"
"621119","0","1408949786940"
"641774","0","1408521350876"
"641775","0","3"
"641776","0","1"
"641779","0","2"
"641780","0","1"
"641792","0","1"
"641792","1","5"
"641792","2","6"
"641796","0","1"
"641830","0","1"
"678000","0","1"
"678043","0","1"
"678056","0","3"
"678102","0","1"
"678216","0","1"
"678220","0","2"
"678224","0","1"
"678228","0","1"
"678228","1","2"
"696164","0","1"
"696174","0","3"
"696339","0","1"
"696806","0","1"
"697069","0","1"
"697104","0","1"
"697147","0","1"
"697168","0","2"
"721555","0","1408949786913"
"721565","0","1"
"721569","0","1408521350876"
"721610","0","1"
"721612","0","1"
"721617","0","3"
"721634","0","1"
"721649","0","1"
"721654","0","1"
"721659","0","1"
"733875","0","1"
"737140","0","1"
"737145","0","1"
"737149","0","3"
"737157","0","3"
"737160","0","1"
"737163","0","1"
"737211","0","1"
"737225","0","2"
"737244","0","1"
"737269","0","1"
"777160","0","2"
"777161","0","1408949786931"
"777174","0","1408949786935"
"777178","0","1408949786934"
"777182","0","2"
"874622","0","2"
"1216093","0","3"
"1216093","1","6"
"790172","0","2"
"809178","0","1"
"809178","1","2"
"893058","0","1"
"893150","0","1"
"893150","1","2"
"893150","2","3"
"893161","0","1"
"893161","1","2"
"893161","2","3"
"893161","3","4"
"893161","4","5"
"893161","5","6"
"893179","0","1"
"893179","1","2"
"893305","0","7"
"894916","0","1"
"948804","0","1"
"951681","0","1"
"951833","0","1"
"951836","0","2"
"951889","0","1"
"951904","0","1"
"951927","0","1"
"951934","0","1"
"952114","0","3"
"952114","1","12"
"952436","0","1"
"952446","0","1"
"952446","1","2"
"952447","0","1"
"952462","0","1"
"952465","0","1"
"952466","0","1"
"952466","1","2"
"952472","0","1"
"955465","0","1"
"955505","0","4"
"955509","0","1"
"955511","0","1"
"955511","1","2"
"955513","0","3"
"956007","0","1"
"956009","0","11"
"956013","0","1"
"956015","0","1"
"956022","0","1"
"956031","0","1"
"956036","0","1"
"956059","0","1"
"956071","0","2"
"956088","0","1"
"956099","0","1"
"956149","0","1"
"956260","0","1"
"956287","0","1"
"956290","0","1"
"956311","0","1"
"956317","0","1"
"956339","0","1"
"956367","0","1"
"956376","0","1"
"956377","0","1"
"956384","0","1"
"956386","0","1"
"956406","0","1"
"956426","0","2"
"956436","0","1"
"956438","0","1"
"956445","0","1"
"956453","0","1"
"956462","0","1"
"956483","0","1"
"956491","0","1"
"956515","0","1"
"956525","0","2"
"956525","1","1"
"956530","0","2"
"956533","0","1"
"956538","0","1"
"956544","0","1"
"956549","0","1"
"956558","0","1"
"956566","0","1"
"956566","1","2"
"956567","0","2"
"956581","0","1"
"956581","1","3"
"956581","2","13"
"956589","0","1"
"1069747","0","5"
"1069747","1","6"
"1069747","2","7"
"1069747","3","9"
"1069747","4","76"
"1069750","0","3"
"1069750","1","9"
"1069750","2","10"
"1069761","0","1"
"1069763","0","5"
"1069775","0","2"
"1069778","0","3"
"1069780","0","1"
"1069780","1","3"
"1069780","2","4"
"1069799","0","1"
"1069827","0","12"
"1069828","0","6"
"1069840","0","11"
"1069895","0","1"
"1070209","0","2"
"1070236","0","8"
"1070244","0","6"
"1070244","1","7"
"1070255","0","11"
"1070255","1","14"
"1070291","0","3"
"1070293","0","4"
"1155801","0","1"
"1155803","0","1"
"1155805","0","1"
"794282","0","1"
"794385","0","1"
"1722445","0","1"
"1722445","1","2"
"1722445","2","3"
"1722445","3","4"
"1722451","0","1"
"1722453","0","1"
"1722458","0","1"
"1722458","1","2"
"1722458","2","3"
"1722461","0","1"
"1722462","0","7"
"1722462","1","5"
"1722462","2","6"
"1722466","0","1"
"1722466","1","3"
"1722466","2","2"
"1722468","0","3"
"1722468","1","4"
"1722474","0","1"
"1722485","0","1"
"1722485","1","2"
"1722486","0","1"
"1722581","0","1"
"892781","0","1"
"892781","1","4"
"892781","2","5"
"892803","0","1"
"892803","1","2"
"894865","0","1"
"894865","1","3"
"894869","0","1"
"894869","1","2"
"894869","2","3"
"894915","0","2"
"894918","0","1"
"894919","0","4"
"894919","1","3"
"894919","2","5"
"790113","0","1"
"790113","1","3"
"790113","2","4"
"790386","0","2"
"790957","0","5"
"1723735","0","5"
"791753","0","1"
"1723737","0","1"
"793491","0","1"
"794314","0","1"
"1070256","0","6"
"1070263","0","1"
"1070269","0","6"
"1070273","0","3"
"1070277","0","15"
"1724672","0","1"
"1724672","1","2"
"1724672","2","3"
"1724672","3","4"
"1724674","0","1"
"1728584","0","3"
"1728584","1","4"
"1728584","2","5"
"1728584","3","6"
"1728590","0","7"
"1728590","1","8"
"1728593","0","1"
"1728593","1","2"
"1728593","2","3"
"1728593","3","4"
"1728596","0","2"
"1728599","0","1"
"1728599","1","3"
"1728599","2","4"
"1728599","3","6"
"1728599","4","8"
"1728599","5","7"
"1728600","0","4"
"1728603","0","6"
"1728603","1","7"
"1728604","0","4"
"1728604","1","5"
"1728604","2","6"
"1728604","3","7"
"1728604","4","8"
"1737513","0","2"
"1737514","0","1"
"1737521","0","2"
"1738950","0","1"
"1738957","0","2"
"1766858","0","1"
"1766858","1","2"
"1766858","2","3"
"1766858","3","4"
"1766858","4","5"
"1766861","0","1"
"1766880","0","3"
"1766880","1","4"
"1766916","0","1"
"1766916","1","2"
"1766916","2","3"
"1766916","3","4"
"1766942","0","1"
"1766942","1","2"
"1766942","2","3"
"1766942","3","4"
"1766942","4","5"
"1766944","0","1"
"1767457","0","2"
"1767457","1","5"
"1767457","2","6"
"1767457","3","7"
"1767457","4","1"
"1768438","0","2"
"1768439","0","3"
"1768439","1","4"
"1768439","2","5"
"1768439","3","8"
"1768440","0","1"
"1768440","1","2"
"1768442","0","1"
"1768442","1","2"
"1768446","0","3"
"1768446","1","4"
"1768446","2","6"
"1768446","3","5"
"1768448","0","1"
"1768448","1","2"
"1768450","0","1"
"1768450","1","2"
"1768450","2","3"
"1768454","0","5"
"1816143","0","1"
"1816143","1","2"
"1816145","0","1"
"1816146","0","1"
"1816146","1","2"
"1816146","2","3"
"1816146","3","4"
"1816147","0","1"
"1816147","1","2"
"1816147","2","3"
"1816147","3","4"
"1816148","0","1"
"1816150","0","1"
"1816150","1","3"
"1816150","2","4"
"1816155","0","1"
"1816155","1","2"
"1816155","2","3"
"1816155","3","4"
"1816155","4","5"
"1816155","5","6"
"1816155","6","7"
"1816155","7","8"
"1816155","8","9"
"1816155","9","10"
"1816155","10","11"
"1816157","0","1"
"1816157","1","2"
"1816157","2","3"
"1816157","3","4"
"1816157","4","5"
"1816174","0","1"
"1816174","1","2"
"1816174","2","3"
"1816174","3","4"
"1816185","0","1"
"1816185","1","2"
"1816185","2","3"
"1816187","0","1"
"1816187","1","2"
"1816187","2","3"
"1816189","0","1"
"1816189","1","2"
"1816189","2","3"
"1816189","3","4"
"1816189","4","5"
"1816189","5","6"
"1816208","0","1"
"1816208","1","2"
"1816208","2","3"
"1816208","3","4"
"1816208","4","5"
"1816208","5","6"
"1816213","0","1"
"1816213","1","2"
"1816213","2","3"
"1816213","3","4"
"1816224","0","1"
"1816224","1","2"
"1816224","2","3"
"1816226","0","2"
"1816226","1","1"
"1816237","0","1"
"1816237","1","3"
"1816266","0","3"
"1816266","1","4"
"1816266","2","5"
"1816266","3","6"
"1816266","4","7"
"1816266","5","8"
"1816266","6","9"
"1816266","7","10"
"1835068","0","1"
"1835068","1","3"
"1835068","2","4"
"1835068","3","5"
"1835096","0","1"
"1835122","0","1"
"1835122","1","2"
"1835131","0","3"
"1835131","1","4"
"1835131","2","5"
"1835159","0","1"
"1835159","1","3"
"1835159","2","4"
"1835279","0","1"
"1835279","1","2"
"1835281","0","1"
"1835281","1","2"
"1835281","2","3"
"1835281","3","4"
"1835281","4","5"
"1835281","5","6"
"1835953","0","1"
"1835964","0","2"
"1835997","0","1"
"1835997","1","2"
"1835997","2","3"
"1835997","3","4"
"1835997","4","5"
"1836001","0","1"
"1836001","1","2"
"1836001","2","5"
"1836011","0","1"
"1836092","0","3"
"1836092","1","4"
"1836092","2","5"
"1836262","0","4"
"1836262","1","5"
"1844018","0","1"
"1844023","0","2"
"1844026","0","1"
"1844031","0","1"
"1844032","0","1"
"1844033","0","2"
"1844033","1","3"
"1844033","2","4"
"1844045","0","1"
"1844047","0","1"
"1844056","0","1"
"1844414","0","2"
"1844414","1","1"
"1844416","0","1"
"1844416","1","2"
"1844419","0","1"
"1844419","1","2"
"1844428","0","2"
"1844428","1","3"
"1844432","0","1"
"1844432","1","3"
"1844432","2","4"
"1844436","0","2"
"1844436","1","3"
"1844441","0","2"
"1844441","1","3"
"1844441","2","4"
"1844444","0","1"
"1844446","0","2"
"1844453","0","1"
"1844461","0","1"
"1844468","0","2"
"1844469","0","1"
"1844474","0","1"
"1890600","0","1"
"1890601","0","1"
"1890601","1","2"
"1890609","0","2"
"1890613","0","1"
"1890613","1","2"
"1890613","2","3"
"1890613","3","4"
"1890629","0","1"
"1890634","0","1"
"1890635","0","2"
"1890637","0","1"
"1890644","0","1"
"1890651","0","3"
"1890651","1","2"
"1890651","2","4"
"1890654","0","1"
"1890659","0","3"
"1890664","0","2"
"1890685","0","2"
"1890694","0","1"
"1890707","0","1"
"1890708","0","1"
"1890709","0","4"
"1890709","1","5"
"1890709","2","6"
"1890721","0","1"
"1891427","0","1"
"1891450","0","2"
"1891450","1","3"
"1891450","2","4"
"1891465","0","2"
"1891465","1","3"
"1891485","0","1"
"1891494","0","1"
"1891495","0","2"
"1891498","0","3"
"1891498","1","4"
"1916251","0","1"
"1916251","1","4"
"1916251","2","5"
"1916251","3","6"
"1916260","0","1"
"1916260","1","2"
"1916260","2","3"
"1916260","3","4"
"1916284","0","1"
"1916284","1","2"
"1916284","2","3"
"1916284","3","4"
"1916284","4","5"
"1917245","0","1"
"1917245","1","6"
"1917268","0","1"
"1918011","0","1"
"1918011","1","2"
"1918011","2","3"
"1918011","3","4"
"1918014","0","1"
"1918016","0","1"
"1918019","0","1"
"1918019","1","2"
"1918019","2","3"
"1918022","0","1"
"1918024","0","7"
"1918024","1","5"
"1918024","2","6"
"1918030","0","1"
"1918030","1","3"
"1918030","2","2"
"1918032","0","3"
"1918032","1","4"
"1918033","0","1"
"1918033","1","2"
"1918033","2","3"
"1918033","3","4"
"1918034","0","1"
"1918035","0","1"
"1918037","0","1"
"1918037","1","2"
"1918037","2","3"
"1918039","0","1"
"1918039","1","2"
"1918040","0","1"
"1918040","1","2"
"1918040","2","3"
"1918040","3","4"
"1918040","4","5"
"1918040","5","6"
"1918040","6","7"
"1918045","0","1"
"1918045","1","2"
"1918045","2","6"
"1918045","3","7"
"1918045","4","8"
"1918045","5","9"
"1918045","6","10"
"1918050","0","1"
"1918050","1","2"
"1918050","2","3"
"1918050","3","4"
"1918050","4","5"
"1918050","5","6"
"1918050","6","7"
"1994887","0","1"
"1994887","1","3"
"1994887","2","4"
"1994887","3","5"
"1994898","0","1"
"1994898","1","2"
"1994909","0","1"
"1994909","1","2"
"1994914","0","1"
"1994914","1","2"
"1994914","2","3"
"1994916","0","1"
"1994916","1","2"
"1994916","2","1"
"1994916","3","2"
"1994916","4","3"
"1994916","5","4"
"1994916","6","5"
"1994928","0","1"
"1994928","1","2"
"1994928","2","3"
"1994934","0","1"
"1994934","1","2"
"1994934","2","3"
"1994934","3","4"
"1994934","4","5"
"1994952","0","1"
"1994952","1","2"
"1994952","2","3"
"1994953","0","1"
"1994953","1","2"
"1994953","2","3"
"1994956","0","1"
"1994956","1","2"
"1994957","0","1"
"1994957","1","2"
"1994961","0","1"
"1994961","1","2"
"1994961","2","3"
"1994961","3","4"
"1994964","0","1"
"1994964","1","2"
"1994964","2","6"
"1994964","3","7"
"1994972","0","1"
"1994972","1","2"
"1994972","2","3"
"1994972","3","4"
"1994972","4","5"
"1994972","5","6"
"1994972","6","7"
"1994972","7","8"
"1994996","0","3"
"1995004","0","1"
"1995004","1","2"
"1995004","2","3"
"1995004","3","4"
"1995004","4","5"
"1995006","0","1"
"1995011","0","1"
"1995018","0","1"
"1995018","1","2"
"1995018","2","3"
"1995018","3","4"
"1995019","0","1"
"1995019","1","2"
"1995019","2","3"
"1995019","3","4"
"1995019","4","5"
"1995021","0","1"
"1995024","0","1"
"1995024","1","2"
"1995024","2","3"
"1995024","3","4"
"1995024","4","5"
"1995024","5","6"
"1995025","0","1"
"1995025","1","2"
"1995025","2","4"
"1995026","0","1"
"1995026","1","2"
"1995026","2","5"
"1995026","3","6"
"1995029","0","1"
"1995965","0","1"
"1995965","1","3"
"1995965","2","4"
"1995965","3","5"
"1995994","0","1"
"1996009","0","1"
"1996009","1","2"
"1996014","0","3"
"1996014","1","4"
"1996014","2","5"
"1996031","0","1"
"1996031","1","3"
"1996031","2","4"
"1996132","0","1"
"1996132","1","2"
"1996135","0","1"
"1996135","1","2"
"1996135","2","3"
"1996135","3","4"
"1996135","4","5"
"1996135","5","6"
"1996136","0","1"
"1996136","1","2"
"2001530","0","1"
"2001537","0","1"
"2079651","0","1"
"2089682","0","1"
"2089682","1","3"
"2089689","0","2"
"2089691","0","1"
"2089702","0","2"
"2089711","0","2"
"2089726","0","1"
"2197346","0","2"
"2197346","1","3"
"2197348","0","1"
"2197348","1","2"
"2197348","2","3"
"2197348","3","4"
"2197348","4","5"
"2197352","0","2"
"2197353","0","1"
"2197353","1","2"
"2197353","2","3"
"2197353","3","4"
"2197353","4","5"
"2197353","5","6"
"2197353","6","7"
"2197353","7","8"
"2197355","0","1"
"2197355","1","2"
"2197355","2","3"
"2197355","3","4"
"2197355","4","5"
"2197355","5","6"
"2197355","6","7"
"2197356","0","1"
"2197356","1","2"
"2197356","2","3"
"2197356","3","4"
"2197362","0","2"
"2197362","1","3"
"2197362","2","4"
"2197362","3","5"
"2197363","0","1"
"2197363","1","2"
"2197363","2","3"
"2197363","3","4"
"2197366","0","1"
"2197366","1","2"
"2197366","2","3"
"2197366","3","4"
"2197369","0","3"
"2197371","0","1"
"2197371","1","3"
"2197371","2","4"
"2197371","3","5"
"2197371","4","6"
"2197371","5","7"
"2197371","6","9"
"2197372","0","1"
"2197372","1","2"
"2197372","2","3"
"2197372","3","4"
"2197373","0","1"
"2197373","1","2"
"2197376","0","1"
"2197376","1","2"
"2197376","2","5"
"2197376","3","6"
"2197376","4","7"
"2197376","5","8"
"2197381","0","2"
"2197382","0","1"
"2197382","1","3"
"2197384","0","1"
"2197393","0","3"
"2197401","0","4"
"2197407","0","1"
"2197407","1","2"
"2197407","2","3"
"2197407","3","4"
"2197408","0","4"
"2197420","0","1"
"2197420","1","2"
"2197420","2","3"
"2197420","3","4"
"2197422","0","3"
"2197430","0","2"
"2197430","1","3"
"2197434","0","1"
"2197434","1","2"
"2197434","2","3"
"2197434","3","4"
"2197434","4","5"
"2197440","0","4"
"2197440","1","4"
"2197441","0","1"
"2197441","1","2"
"2197441","2","3"
"2197441","3","4"
"2197441","4","5"
"2197442","0","1"
"2197442","1","2"
"2197442","2","3"
"2197448","0","1"
"2197448","1","2"
"2197448","2","3"
"2197448","3","4"
"2197464","0","1"
"2197470","0","2"
"2197470","1","5"
"2197470","2","3"
"2197470","3","2"
"2214814","0","2"
"2218996","0","4"
"2218996","1","5"
"2220591","0","1"
"2220608","0","1"
"2220619","0","1"
"2225026","0","6"
"2225026","1","7"
"2225027","0","1"
"2225027","1","2"
"2225027","2","3"
"2225027","3","4"
"2225027","4","5"
"2225027","5","6"
"2225027","6","8"
"2225033","0","3"
"2225033","1","4"
"2225033","2","5"
"2225038","0","1"
"2225038","1","2"
"2225038","2","3"
"2225050","0","1"
"2225050","1","3"
"2231434","0","1"
"2231434","1","2"
"2233726","0","1"
"2233726","1","2"
"2233731","0","2"
"2233731","1","3"
"2233731","2","4"
"2233731","3","5"
"2239788","0","5"
"2241565","0","4"
"2241565","1","5"
"2241565","2","6"
"2243664","0","4"
"2243700","0","11"
"2243702","0","1"
"2243711","0","3"
"2243722","0","1"
"2245929","0","3"
"2247037","0","1"
"2247044","0","2"
"2247118","0","1"
"2247134","0","1"
"2247137","0","1"
"2247143","0","1"
"2247143","1","2"
"2247153","0","1"
"2247176","0","1"
"2247181","0","1"
"2247181","1","2"
"2247182","0","1"
"2247182","1","2"
"2247216","0","1"
"2247218","0","1"
"2247238","0","2"
"2247239","0","1"
"2247239","1","2"
"2248527","0","1"
"2248527","1","2"
"2254189","0","2"
"2254213","0","3"
"2254213","1","4"
"2254214","0","2"
"2254214","1","1"
"2254214","2","3"
"2273882","0","1"
"2273882","1","2"
"2273882","2","3"
"2273882","3","4"
"2273883","0","1"
"2273899","0","2"
"2273915","0","1"
"2275374","0","1"
"2275374","1","3"
"2278896","0","1"
"2278899","0","1"
"2289499","0","1"
"2289502","0","1"
"2298346","0","1"
"2298365","0","1"
"2298916","0","2"
"2298918","0","1"
"2298920","0","1"
"2298921","0","2"
"2298922","0","2"
"2298923","0","1"
"2298924","0","2"
"2298930","0","2"
"2298931","0","2"
"2298932","0","1"
"2298938","0","1"
"2298940","0","1"
"2298944","0","1"
"2298945","0","1"
"2298946","0","1"
"2298948","0","1"
"2299157","0","1"
"2299164","0","1"
"2299164","1","2"
"2299189","0","1"
"2299190","0","2"
"2299209","0","1"
"2299255","0","1"
"2299257","0","2"
"2299258","0","2"
"2300635","0","3"
"2300638","0","1"
"2300638","1","2"
"2300638","2","3"
"2300645","0","3"
"2300646","0","1"
"2300647","0","1"
"2300647","1","2"
"2300649","0","1"
"2300652","0","1"
"2300655","0","51"
"2300663","0","2"
"2300666","0","7"
"2300670","0","1"
"2300673","0","2"
"2300674","0","1"
"2300675","0","11"
"2300676","0","1"
"2300677","0","1"
"2300678","0","1"
"2300679","0","1"
"2300679","1","3"
"2300679","2","4"
"2300682","0","1"
"2300684","0","21"
"2300686","0","2"
"2300764","0","2"
"2300767","0","2"
"2300769","0","1"
"2300769","1","2"
"2300773","0","1"
"2300773","1","2"
"2300780","0","21"
"2300793","0","1"
"2300794","0","1"
"2300796","0","1"
"2300797","0","1"
"2300797","1","2"
"2300799","0","1"
"2300800","0","2"
"2300803","0","1"
"2300817","0","3"
"2300826","0","1"
"2300831","0","1"
"2301060","0","1"
"2301060","1","3"
"2302765","0","1"
"2302834","0","1"
"2302842","0","2"
"2302852","0","6"
"2302864","0","1"
"2302865","0","1"
"2302865","1","2"
"2302865","2","3"
"2302866","0","1"
"2304658","0","1"
"2304659","0","1"
"2304659","1","2"
"2304661","0","2"
"2304666","0","1"
"2304666","1","2"
"2304704","0","2"
"2304820","0","2"
"2304821","0","1"
"2304832","0","1"
"2304832","1","2"
"2312680","0","2"
"2312680","1","1"
"2312684","0","1"
"2312684","1","2"
"2312684","2","3"
"2312684","3","4"
"2312684","4","5"
"2312685","0","1"
"2312685","1","2"
"2479217","0","4"
"2479217","1","5"
"2479217","2","6"
"2479217","3","7"
"2484449","0","1"
"2484452","0","2"
"2484465","0","1"
"2484465","1","3"
"2484476","0","1"
"2484476","1","4"
"2484476","2","5"
"2484489","0","9"
"2490729","0","1"
"2490729","1","2"
"2490729","2","3"
"2490729","3","4"
"2490729","4","5"
"2490729","5","6"
"2490733","0","1"
"2490733","1","2"
"2490733","2","3"
"2490733","3","4"
"2490733","4","5"
"2490733","5","6"
"2490733","6","7"
"2492619","0","3"
"11310","0","1"
"11311","0","2"
"11312","0","1"
"11324","0","9"
"11325","0","1"
"11325","1","2"
"11327","0","1"
"11334","0","1"
"11337","0","1"
"31303","0","2"
"31303","1","1"
"31303","2","3"
"31316","0","2"
"31317","0","1"
"31326","0","1"
"31326","1","2"
"31326","2","3"
"31326","3","4"
"31326","4","5"
"31326","5","6"
"31326","6","7"
"31334","0","3"
"31340","0","2"
"31340","1","3"
"31341","0","1"
"31341","1","2"
"31341","2","3"
"31343","0","1"
"34568","0","9"
"34568","1","8"
"44522","0","1"
"44522","1","3"
"44522","2","4"
"44522","3","5"
"44645","0","1"
"44708","0","1"
"44708","1","2"
"44708","2","3"
"45629","0","1"
"45629","1","2"
"45647","0","2"
"45647","1","3"
"50724","0","1"
"50724","1","2"
"50724","2","3"
"50771","0","5"
"50771","1","4"
"50771","2","6"
"50771","3","7"
"50790","0","1"
"50790","1","2"
"50790","2","3"
"50790","3","4"
"50795","0","4"
"50795","1","5"
"50795","2","6"
"50839","0","1"
"50839","1","2"
"50839","2","3"
"50839","3","4"
"50839","4","5"
"50839","5","6"
"50839","6","7"
"50839","7","8"
"53876","0","1"
"53876","1","2"
"53876","2","3"
"53876","3","4"
"53881","0","1"
"53898","0","1"
"53898","1","2"
"53913","0","4"
"53913","1","5"
"53913","2","16"
"53919","0","1"
"53922","0","3"
"53922","1","5"
"53922","2","4"
"53925","0","3"
"53925","1","4"
"53929","0","1"
"53929","1","7"
"53929","2","8"
"53929","3","9"
"53931","0","4"
"53932","0","1"
"53932","1","2"
"53940","0","3"
"53943","0","3"
"53943","1","4"
"53944","0","1"
"53944","1","2"
"53944","2","3"
"53944","3","4"
"53944","4","5"
"53944","5","6"
"53944","6","7"
"53990","0","1"
"53990","1","2"
"53990","2","3"
"53990","3","4"
"54248","0","1"
"54248","1","3"
"54262","0","1"
"54262","1","2"
"54262","2","3"
"54262","3","4"
"54262","4","5"
"54262","5","6"
"54262","6","7"
"77309","0","1"
"77262","0","1"
"77262","1","2"
"77262","2","3"
"77262","3","4"
"77771","0","1"
"77771","1","3"
"77771","2","4"
"77771","3","5"
"77790","0","1"
"77806","0","9"
"77809","0","1"
"77810","0","1"
"77811","0","1"
"77811","1","2"
"77811","2","3"
"77811","3","4"
"77811","4","37"
"77811","5","38"
"77838","0","1"
